Hs,Hmax,Tz,Tp,Peak Direction,SST,SST_Range
1.627,2.9,5.244,6.966,68,26.75,3
1.58,2.644,4.919,7.021,71,26.75,3
1.575,2.66,5.08,5.833,75,26.75,3
1.698,2.71,4.992,6.144,90,26.75,3
1.613,3.1,4.868,4.593,85,26.75,3
1.656,2.817,5.021,7.078,81,26.75,3
1.788,2.786,4.992,6.167,75,26.75,3
1.723,3.16,5.094,6.432,87,26.75,3
1.722,2.96,5.109,5.999,109,26.75,3
1.649,2.98,5.091,5.759,95,26.75,3
1.71,2.78,5.001,5.619,102,26.75,3
1.818,3.05,5.192,5.807,99,26.7,3
1.816,3.83,4.97,6.381,108,26.7,3
1.92,2.939,5.059,6.193,98,26.7,3
1.805,3.13,5.12,6.247,102,26.7,3
1.825,3.61,5.269,6.449,102,26.7,3
1.889,2.82,5.179,7.189,99,26.7,3
1.892,3.285,5.242,6.98,99,26.7,3
1.756,3.34,5.239,6.592,98,26.7,3
1.796,3.43,5.315,6.894,104,26.7,3
1.788,2.78,5.166,6.56,102,26.65,3
1.721,3.366,4.873,6.789,101,26.65,3
1.668,2.72,5.049,6.573,97,26.65,3
1.811,3.03,5.194,7.526,105,26.3,3
1.596,2.66,4.794,7.233,91,26.45,3
1.591,2.81,4.935,7.023,97,26.6,3
1.569,3.06,5.191,6.833,105,26.55,3
1.462,2.31,5.52,7.329,97,26.55,3
1.402,2.15,5.473,6.855,106,26.55,3
1.292,2.27,5.107,6.795,108,26.55,3
1.219,1.82,5.204,6.103,113,26.6,3
1.259,2.08,5.326,6.361,108,26.6,3
1.096,1.84,4.889,7.319,115,26.6,3
1.195,1.82,5.303,6.785,113,26.6,3
1.185,1.99,5.445,6.854,109,26.6,3
1.199,1.9,5.714,7.384,105,26.6,3
1.032,1.46,5.288,7.541,99,26.55,3
1.038,1.66,5.347,7.09,102,26.55,3
0.999,1.88,5.233,7.478,106,26.6,3
1.04,1.76,5.763,7.82,104,26.6,3
1.028,1.86,5.503,7.004,94,26.65,3
1.014,1.78,5.3,7.561,101,26.65,3
1.03,1.62,5.281,7.247,94,26.7,3
1.02,1.78,5.086,7.032,97,26.7,3
1.036,1.86,5.167,7.562,98,26.7,3
1.068,1.69,5.003,7.002,97,26.7,3
1.059,1.66,5.214,7.153,105,26.75,3
1.033,1.5,5.507,6.545,97,26.75,3
1.056,1.9,5.276,7.502,104,26.75,3
1.109,1.79,5.635,7.274,99,26.8,3
1.058,1.99,5.367,6.156,104,26.8,3
1.206,2.14,5.757,7.326,99,26.8,3
1.157,2.09,5.61,6.786,98,26.75,3
1.221,1.98,5.55,6.693,95,26.75,3
1.306,2.14,5.66,8.12,108,26.75,3
1.322,2.16,5.854,6.899,98,26.7,3
1.279,2.55,5.578,6.793,104,26.7,3
1.302,2.46,5.578,6.964,111,26.7,3
1.196,1.97,5.591,7.284,108,26.7,3
1.218,2.02,5.648,7.57,92,26.65,3
1.135,1.93,5.697,7.835,98,26.65,3
1.257,1.88,5.829,7.549,116,26.7,3
1.143,1.85,5.784,7.056,112,26.65,3
1.204,2.15,5.702,7.919,109,26.65,3
1.16,1.73,5.945,7.533,105,26.65,3
1.025,1.8,5.689,7.2,105,26.65,3
1.071,1.91,5.697,7.609,97,26.65,3
1.136,2.06,5.788,7.768,101,26.65,3
1.005,2.05,5.691,7.102,101,26.65,3
1.046,1.69,5.875,7.789,97,26.65,3
0.996,1.77,5.669,7.302,102,26.65,3
1.019,1.59,5.61,7.545,91,26.65,3
1.062,2.06,5.647,7.544,97,26.65,3
1.109,1.77,5.587,7.708,92,26.65,3
1.042,1.86,5.577,7.009,92,26.65,3
1.064,1.77,5.857,7.536,99,26.6,3
1.069,1.83,5.607,7.785,98,26.6,3
1.119,1.82,5.93,7.786,99,26.6,3
1.147,1.77,6.064,7.569,104,26.6,3
1.144,1.98,5.656,7.492,112,26.6,3
1.185,1.95,5.631,7.324,108,26.6,3
1.15,1.99,5.604,8.495,104,26.6,3
1.243,2.08,6.085,8.235,116,26.6,3
1.294,2.32,6.165,8.526,111,26.6,3
1.42,2.25,6.314,8.925,112,26.6,3
1.339,2.29,6.022,7.838,119,26.6,3
1.377,2.3,6.385,9.299,109,26.65,3
1.439,2.25,6.646,8.664,115,26.7,3
1.414,2.8,6.558,9.02,111,26.7,3
1.427,2.17,6.58,9.608,115,26.7,3
1.511,2.89,6.912,8.573,106,26.75,3
1.416,2.24,7.06,8.158,116,26.75,3
1.454,2.27,7.246,9.649,105,26.85,3
1.512,2.18,7.132,9.397,105,26.85,3
1.683,2.53,7.194,9.242,101,26.85,3
1.552,2.63,7.15,8.871,106,26.9,3
1.479,2.27,7.171,9.333,105,26.9,3
1.514,2.68,6.848,9.371,104,26.85,3
1.6,2.41,6.961,9.199,108,26.9,3
1.53,2.7,6.701,8.925,102,26.85,3
1.386,2.04,6.265,8.492,105,26.85,3
1.614,2.32,6.92,8.894,104,26.85,3
1.592,2.37,6.557,9.263,101,26.8,3
1.589,2.73,6.654,9.316,102,26.75,3
1.535,2.15,6.879,9.306,101,26.75,3
1.49,2.17,6.46,9.183,102,26.75,3
1.495,2.33,6.738,8.556,99,26.75,3
1.491,2.36,6.174,9.296,98,26.75,3
1.445,2.04,6.586,8.845,104,26.75,3
1.507,2.51,6.534,8.562,97,26.75,3
1.433,2.78,6.352,9.146,95,26.75,3
1.35,2.04,5.854,8.884,105,26.7,3
1.4,2.9,5.816,8.862,102,26.7,3
1.244,2.97,5.672,8.235,102,26.7,3
1.291,1.96,5.355,8.708,111,26.7,3
1.168,1.85,5.406,8.252,108,26.7,3
1.122,1.88,5.792,8.982,109,26.7,3
1.173,1.93,5.857,8.474,102,26.7,3
1.274,2.28,6.505,8.942,108,26.5,3
1.25,1.8,6.634,8.65,105,26.45,3
1.195,2.04,6.751,8.567,99,26.45,3
1.176,1.78,6.837,8.672,104,26.5,3
1.276,2.36,7.07,9.204,102,26.45,3
1.299,2.26,7.088,8.952,98,26.5,3
1.177,2.02,7.011,9.308,98,26.5,3
1.142,2.64,6.935,8.784,97,26.5,3
1.238,2.36,7.271,8.917,106,26.5,3
1.253,2.01,7.557,8.574,99,26.5,3
1.225,1.92,7.111,9.183,104,26.5,3
1.231,1.99,7.278,8.349,95,26.5,3
1.158,1.93,7.084,8.849,102,26.55,3
1.084,1.81,6.796,8.499,90,26.55,3
1.155,2.1,7.081,8.942,91,26.55,3
1.143,2.15,7.012,8.581,97,26.65,3
1.136,2.01,7.269,8.776,94,26.8,3
1.085,1.63,7.149,8.877,94,27,3
1.034,1.77,7.09,8.535,94,27.1,3
1.092,1.56,6.935,8.807,97,27.2,3
1.071,1.7,7.546,8.889,98,27.25,3
1.032,1.75,6.903,8.209,97,27.15,3
0.965,1.62,6.677,8.521,99,27.15,3
1.046,1.76,7.338,8.878,99,27.1,3
0.909,1.39,6.615,9.584,98,27.15,3
0.994,1.51,6.557,8.877,97,27.15,3
1.055,1.7,6.369,8.747,101,27.1,3
0.928,1.4,6.085,8.49,98,27.15,3
0.989,1.59,6.028,9.13,98,27.15,3
0.988,1.87,6.187,9.549,97,27.15,3
1.116,2.05,6.664,9.404,102,27.1,3
1.18,1.77,7.042,9.175,97,27.1,3
1.157,1.93,6.914,9.717,98,27.05,3
1.138,1.76,6.246,9.188,87,27,3
1.164,1.93,5.747,9.248,84,27,3
1.152,1.91,5.486,8.93,84,27,3
1.319,2.01,5.917,8.959,84,27,3
1.305,2.05,5.996,9.329,81,27.05,3
1.39,2.46,5.952,9.036,87,27.2,3
1.288,2.06,6.279,9.687,85,27.2,3
1.289,2.04,6.018,9.806,87,27.3,3
1.332,2.11,6.023,8.979,84,27.2,3
1.362,2.27,6.475,9.737,87,27.2,3
1.391,2.25,6.52,9.8,88,27.2,3
1.293,2.19,6.544,9.3,87,27.2,3
1.209,2.37,6.385,9.418,88,27.15,3
1.475,2.2,6.884,9.311,88,27.15,3
1.338,2.31,6.512,9.283,95,27.15,3
1.52,2.59,6.98,9.918,99,27.15,3
1.407,2.79,6.779,7.794,95,27.15,3
1.626,2.67,7.416,9.549,104,27.1,3
1.665,2.9,7.232,9.785,95,27.05,3
1.444,2.13,7.414,9.803,106,27,3
1.479,2.17,7.509,9.239,95,27,3
1.386,2.28,7.256,9.527,92,26.95,3
1.433,2.31,7.225,9.289,105,26.95,3
1.449,2.23,7.256,10.239,98,26.85,3
1.184,1.79,6.896,9.329,83,26.85,3
1.316,2.01,7.426,9.428,90,26.85,3
1.349,2.68,7.474,10.217,84,26.85,3
1.247,2.23,7.181,10.115,105,26.85,3
1.185,1.96,7.381,9.263,95,26.85,3
1.132,1.81,7.291,9.778,95,26.85,3
1.152,1.81,7.626,9.239,97,26.9,3
1.022,1.65,7.305,9.18,91,26.95,3
1.014,2.03,7.167,9.482,94,27.05,3
1.079,1.91,7.072,9.341,91,27.15,3
0.965,1.46,6.683,9.375,94,27.2,3
1.008,1.61,6.657,9.3,88,27.15,3
0.966,1.54,6.675,9.78,92,27.15,3
0.936,1.6,6.374,9.698,102,27.2,3
0.922,1.71,6.301,9.009,92,27.2,3
0.926,1.94,5.593,9.321,101,27.2,3
0.912,1.48,5.395,8.917,95,27.25,3
0.924,1.51,5.114,9.268,108,27.2,3
0.931,1.52,4.874,9.469,98,27.2,3
0.984,1.9,4.7,9.385,102,27.2,3
1.023,1.59,4.742,9.666,99,27.15,3
1.087,1.76,4.893,9.666,104,27.15,3
1.041,1.71,4.646,9.423,98,27.15,3
1.148,2.05,4.749,9.403,98,27.15,3
1.223,2.1,4.914,9.074,102,27.15,3
1.275,2.3,5.035,8.94,92,27.15,3
1.259,2.06,4.891,10.22,102,27.2,3
1.255,2.07,4.981,9.357,123,27.25,3
1.252,2.23,5.013,9.622,108,27.2,3
1.28,2.043,4.988,8.691,113,27.2,3
1.353,2.17,5.096,8.509,122,27.2,3
1.374,2.47,4.92,8.838,116,27.2,3
1.407,2.37,5.356,10.871,101,27.2,3
1.544,2.9,5.492,11.34,119,27.15,3
1.398,2.32,5.653,11.131,123,27.1,3
1.54,2.83,5.753,9.291,116,26.95,3
1.617,2.71,6.025,9.886,118,26.9,3
1.547,2.47,6.087,9.126,119,27,3
1.506,2.53,6.055,10.756,122,26.95,3
1.512,2.56,6.075,9.374,122,26.85,3
1.501,2.15,6.41,10.706,113,26.95,3
1.661,2.66,6.361,9.344,116,26.95,3
1.478,2.45,6.347,10.055,113,27,3
1.51,2.24,6.444,9.77,115,26.95,3
1.452,2.53,6.503,10.29,109,26.9,3
1.438,2.57,6.328,8.95,108,26.8,3
1.34,2.04,6.376,10.129,98,26.75,3
1.397,2.5,6.608,9.332,108,26.7,3
1.375,2.14,6.367,9.695,91,26.7,3
1.506,2.31,6.802,9.283,98,26.7,3
1.301,2.13,6.17,9.298,92,26.75,3
1.34,2.81,6.244,8.544,95,26.75,3
1.331,2.62,6.225,8.791,95,26.8,3
1.245,1.87,5.828,8.193,99,26.85,3
1.235,1.9,6.011,9.179,102,26.9,3
1.159,1.83,6.145,8.978,99,26.95,3
1.24,1.91,6.048,9.864,106,27,3
1.312,2.01,6.453,10.216,111,27.1,3
1.279,2.26,6.042,9.436,102,27.1,3
1.24,2.13,6.085,9.22,105,27.15,3
1.256,2.19,5.938,8.835,109,27.2,3
1.2,1.89,6.111,9.767,104,27.3,3
1.365,2.4,6.397,8.945,105,27.4,3
1.161,2.58,6.235,9.927,102,27.45,3
1.248,1.91,6.657,8.946,106,27.55,3
1.25,1.96,6.659,10.181,108,27.65,3
1.343,2.33,6.766,9.706,106,27.6,3
1.374,2.32,6.858,9.673,98,27.65,3
1.173,2.48,6.208,8.821,105,27.6,3
1.3,2.42,6.342,9.63,99,27.6,3
1.215,1.85,6.432,9.149,106,27.6,3
1.252,1.91,6.329,8.59,102,27.4,3
1.24,2.18,5.924,9.147,105,27.3,3
1.209,1.95,5.856,8.529,106,27.25,3
1.231,2.34,5.687,9.343,102,27.25,3
1.25,2.05,5.874,7.877,97,27.3,3
1.2,2.09,5.578,9.248,92,27.3,3
1.185,1.93,5.502,8.891,92,27.3,3
1.138,2.07,5.447,8.38,94,27.3,3
1.194,2.02,5.506,7.954,94,27.3,3
1.242,1.99,5.935,8.459,111,27.3,3
1.191,1.97,5.616,9.263,94,27.3,3
1.158,2.06,5.55,9.341,102,27.3,3
1.147,1.69,5.47,8.874,105,27.3,3
1.189,2.22,5.656,9.751,104,27.3,3
1.171,2.11,5.568,8.892,106,27.35,3
1.139,2.04,5.419,8.534,115,27.35,3
1.194,1.85,5.926,8.908,102,27.35,3
1.251,2.1,5.717,9.803,113,27.35,3
1.208,1.82,5.859,9.349,113,27.35,3
1.201,1.92,5.824,8.524,112,27.3,3
1.235,2.32,5.927,9.694,115,27.35,3
1.176,2.03,5.848,8.862,115,27.3,3
1.259,2.2,6.001,9.42,113,27.3,3
1.187,2.13,5.9,8.862,113,27.3,3
1.4,2.06,6.563,9.74,115,27.3,3
1.292,2.25,6.078,9.27,112,27.3,3
1.359,2.32,6.037,8.592,116,27.3,3
1.349,2.36,6.3,10.152,115,27.3,3
1.411,2.56,6.305,9.393,112,27.3,3
1.34,2.21,6.287,9.678,108,27.3,3
1.489,2.62,6.303,9.36,108,27.25,3
1.462,2.73,5.513,9.861,113,27.3,3
1.512,2.74,5.448,9.23,115,27.3,3
1.452,2.31,5.421,9.307,115,27.25,3
1.459,2.16,5.798,9.699,106,27.25,3
1.351,2.02,5.551,8.937,111,27.3,3
1.497,2.2,5.755,8.936,105,27.3,3
1.412,2.3,5.405,9.034,97,27.35,3
1.515,2.63,5.594,9.266,105,27.3,3
1.437,2.28,5.293,9.561,99,27.3,3
1.502,2.48,5.456,8.963,102,27.3,3
1.481,2.87,5.397,8.898,102,27.3,3
1.419,2.07,5.625,9.31,104,27.3,3
1.484,2.21,5.738,8.893,99,27.4,3
1.483,2.75,5.372,8.913,102,27.4,3
1.481,2.37,5.276,8.48,108,27.35,3
1.45,2.36,5.406,8.567,104,27.35,3
1.445,2.2,5.455,9.306,104,27.35,3
1.425,2.53,5.377,9.254,104,27.35,3
1.511,2.29,5.893,8.506,105,27.35,3
1.537,2.44,5.76,8.538,101,27.35,3
1.513,2.38,5.446,8.912,95,27.35,3
1.407,2.36,5.572,6.149,98,27.35,3
1.436,2.74,5.591,9.292,94,27.35,3
1.517,2.81,5.434,8.902,98,27.35,3
1.567,2.6,5.245,9.223,98,27.4,3
1.644,2.654,5.328,8.52,91,27.4,3
1.553,3.21,5.33,7.961,94,27.4,3
1.569,2.45,5.533,6.396,92,27.4,3
1.536,2.52,5.548,6.841,81,27.4,3
1.471,2.36,5.48,9.23,80,27.4,3
1.484,2.81,5.356,8.771,97,27.4,3
1.492,2.98,5.454,8.016,92,27.4,3
1.522,2.66,5.501,8.537,94,27.4,3
1.606,2.52,5.669,8.822,95,27.35,3
1.531,2.41,5.396,8.166,94,27.35,3
1.56,2.29,5.16,8.15,84,27.35,3
1.63,2.4,5.555,8.503,90,27.3,3
1.639,2.81,5.572,7.856,97,27.3,3
1.633,2.53,5.62,7.245,88,27.3,3
1.7,3.04,5.602,8.53,91,27.3,3
1.721,3.027,5.596,9.321,98,27.25,3
1.802,2.9,5.924,8.602,95,27.25,3
1.566,3.06,5.432,7.927,92,27.2,3
1.687,2.87,5.557,7.591,97,27.2,3
1.651,2.49,5.55,7.271,81,27.2,3
1.665,3.17,5.521,8.194,91,27.2,3
1.637,2.68,5.654,8.768,88,27.2,3
1.461,2.32,5.359,8.984,77,27.25,3
1.57,2.49,5.792,8.112,88,27.3,3
1.491,2.25,5.744,7.877,85,27.3,3
1.465,2.64,5.139,6.184,83,27.35,3
1.454,2.62,5.515,8.591,73,27.4,3
1.383,3.12,5.418,9.045,92,27.45,3
1.418,2.15,5.543,8.787,88,27.45,3
1.424,2.2,5.383,8.847,92,27.5,3
1.288,2.08,5.387,8.961,97,27.55,3
1.332,2.21,5.426,8.204,91,27.55,3
1.296,2.07,5.348,8.797,87,27.65,3
1.31,2.13,5.446,8.414,92,27.65,3
1.299,2.38,5.617,8.315,88,27.7,3
1.276,1.99,5.579,7.613,88,27.75,3
1.23,2.36,5.513,8.14,90,27.8,3
1.148,2.26,5.25,7.853,94,27.75,3
1.241,2.06,5.38,7.926,85,27.75,3
1.139,2,5.312,8.177,90,27.7,3
1.203,1.77,5.434,8.137,99,27.65,3
1.239,1.85,5.526,8.187,85,27.65,3
1.284,2.08,5.287,7.759,91,27.65,3
1.308,2.15,5.219,7.555,92,27.6,3
1.149,1.75,5.349,7.888,91,27.6,3
1.226,2.12,5.447,8.409,87,27.55,3
1.189,2.19,5.469,8.634,84,27.55,3
1.233,2.11,5.729,7.094,87,27.55,3
1.206,1.92,5.53,7.283,90,27.55,3
1.23,1.88,5.938,8.436,94,27.55,3
1.325,2.35,5.852,7.555,88,27.55,3
1.332,2.32,5.877,7.535,85,27.55,3
1.315,2.1,5.761,9.293,85,27.55,3
1.453,3.02,5.988,8.605,88,27.55,3
1.457,2.51,5.942,7.917,88,27.5,3
