language,num_pages,genres,rating_score,num_reviews,current_readers,want_to_read,price,rating
English,496,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'War', 'Audiobook']",4.23,2566,1347,70200,9.99,
English,369,"['Mystery', 'Fiction', 'Thriller', 'Horror', 'Mystery Thriller', 'Suspense', 'Crime']",4.11,10573,3758,82000,6.49,
English,373,"['Young Adult', 'Fiction', 'Chick Lit', 'Contemporary', 'Romance', 'Teen', 'Realistic Fiction']",3.81,2799,869,11100,8.99,
English,400,"['Fiction', 'Contemporary', 'Thriller', 'Horror', 'Crime', 'Drama', 'Adult']",4.08,16998,7451,9982,14.99,
English,209,"['Nonfiction', 'Writing', 'Language', 'Reference', 'Humor', 'Linguistics', 'Education']",3.86,5300,2412,496000,7.99,
English,317,"['Nonfiction', 'Sports', 'Baseball', 'Business', 'Economics', 'Biography', 'History']",4.26,5920,4429,302000,8.61,
English,217,"['Mystery', 'Fiction', 'Crime', 'Botswana', 'Detective', 'Mystery Thriller', 'Audiobook']",3.97,3352,1135,63100,9.99,
English,381,"['Fantasy', 'Fiction', 'Mystery', 'Humor', 'Books About Books', 'Science Fiction', 'Science Fiction Fantasy']",4.09,2123,519,24300,13.99,
English,15,"['Nonfiction', 'History', 'True Crime', 'Crime', 'Historical', 'Mystery', 'Audiobook']",4,39878,32900,64900,13.99,
English,303,"['Nonfiction', 'Science', 'Medical', 'Humor', 'Audiobook', 'Medicine', 'Death']",4.06,17385,8661,92300,8.98,
English,427,"['Historical Fiction', 'Fiction', 'Historical', 'Italy', 'Art', 'Romance', 'Adult']",3.81,3594,1014,160000,5.99,
English,329,"['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Science Fiction', 'Childrens', 'Adventure']",4.05,2777,2725,63300,0,
English,462,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Middle Grade', 'Childrens', 'Adventure']",4.03,5888,3132,120000,7.99,
English,292,"['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Audiobook', 'Historical Mystery', 'Mystery Thriller']",3.92,9797,4717,36600,9.99,
English,400,"['Nonfiction', 'True Crime', 'History', 'Religion', 'Crime', 'Audiobook', 'Cults']",4.01,14241,10000,37700,9.99,
English,960,"['Fantasy', 'Fiction', 'Horror', 'Science Fiction', 'Westerns', 'Audiobook', 'Adventure']",4.19,5632,5152,12400,14.99,
English,341,"['Graphic Novels', 'Nonfiction', 'Comics', 'Memoir', 'Biography', 'History', 'Feminism']",4.39,11894,3380,327000,,
English,396,"['Historical Fiction', 'Young Adult', 'Fiction', 'Mystery', 'Historical', 'Romance', 'Teen']",3.83,3912,704,20100,9.99,
English,337,"['Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Fantasy', 'Mystery', 'Adventure']",4.04,3236,1277,14600,12.99,
English,225,"['Young Adult', 'Romance', 'Fiction', 'Contemporary', 'Chick Lit', 'Teen', 'Childrens']",3.68,1436,523,26000,10.99,
English,196,"['Fiction', 'Contemporary', 'Inspirational', 'Fantasy', 'Classics', 'Spirituality', 'Adult']",3.99,27945,11700,48400,11.99,
English,258,"['Fiction', 'Contemporary', 'Literary Fiction', 'Novels', 'British Literature', 'Adult', 'Adult Fiction']",3.73,2166,401,19900,11.99,
English,416,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Murder Mystery']",3.97,1134,948,125000,9.99,
English,424,"['Mystery', 'Fiction', 'Historical Fiction', 'Thriller', 'Historical', 'Crime', 'Mystery Thriller']",3.41,2736,1285,58000,7.99,
English,375,"['Fantasy', 'Fiction', 'Young Adult', 'Humor', 'Audiobook', 'Childrens', 'Comedy']",4.29,5512,2375,64700,13.99,
English,432,"['Fantasy', 'Urban Fantasy', 'Fiction', 'Mystery', 'Paranormal', 'Magic', 'Audiobook']",4.29,4350,2278,24800,9.99,
English,336,"['Fiction', 'Africa', 'Historical Fiction', 'Nigeria', 'Contemporary', 'Literary Fiction', 'African Literature']",4.18,9803,5286,116000,11.99,
English,326,"['Fantasy', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Childrens', 'Juvenile']",4.03,7422,2808,44400,5.99,
English,272,"['Fantasy', 'Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'Animals', 'Adventure']",4.07,12098,3650,10800,6.83,
English,274,"['Historical Fiction', 'Fiction', 'Historical', 'Italy', 'Thriller', 'Mystery', 'Novels']",3.86,3125,1869,126000,12.99,
English,405,"['Historical Fiction', 'Fiction', 'Historical', 'Book Club', 'Adult', 'Adult Fiction', 'Audiobook']",4.19,11714,5707,131000,0,
English,704,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Epic']",3.79,4142,5240,22300,9.99,
English,470,"['Fantasy', 'Fiction', 'Hugo Awards', 'Romance', 'Science Fiction Fantasy', 'High Fantasy', 'Epic Fantasy']",4.18,1553,771,50100,8.49,
English,356,"['Nonfiction', 'Memoir', 'Biography', 'Iran', 'Books About Books', 'Feminism', 'History']",3.65,8816,5552,11700,14.99,
English,270,"['Young Adult', 'Dystopia', 'Fantasy', 'Science Fiction', 'Fiction', 'Middle Grade', 'Childrens']",3.89,12938,5112,73000,8.99,
English,250,"['Historical Fiction', 'Fiction', 'Historical', 'Art', 'France', 'Romance', 'Medieval']",3.7,2305,666,99800,13.99,
English,408,"['History', 'Nonfiction', 'Ancient History', 'Historical', 'Politics', 'Classics', 'Roman']",4.21,1241,1972,133000,6.99,
English,163,"['Fiction', 'Sports', 'Football', 'Mystery', 'Thriller', 'Contemporary', 'Novels']",3.52,2378,1557,26200,9.99,
English,383,"['Fantasy', 'Young Adult', 'Romance', 'Fairy Tales', 'Fiction', 'Retellings', 'Middle Grade']",4.14,10934,1372,9319,8.31,
English,582,"['Graphic Novels', 'Comics', 'Fiction', 'Young Adult', 'Romance', 'Graphic Novels Comics', 'Coming Of Age']",4.06,7991,1043,3264,15.55,
English,291,"['Fiction', 'India', 'Literary Fiction', 'Contemporary', 'Novels', 'Literature', 'Indian Literature']",4.01,14725,6166,8618,14.99,
English,389,"['Fantasy', 'Vampires', 'Urban Fantasy', 'Paranormal', 'Fiction', 'Horror', 'Young Adult']",3.84,4910,1820,10700,0,
English,368,"['Nonfiction', 'Politics', 'Humor', 'Comedy', 'History', 'Audiobook', 'Political Science']",3.82,949,280,33000,8.99,
English,440,"['Crime', 'Mystery', 'Fiction', 'Scotland', 'Detective', 'Mystery Thriller', 'Thriller']",4.07,494,665,31100,10.99,
English,216,"['Graphic Novels', 'Comics', 'Fantasy', 'Vampires', 'Fiction', 'Graphic Novels Comics', 'Horror']",4.07,709,42,19700,10.99,
English,288,"['Young Adult', 'Romance', 'Contemporary', 'Chick Lit', 'Fiction', 'Teen', 'Childrens']",3.71,1075,433,305000,9.99,
English,507,"['Fantasy', 'Young Adult', 'Romance', 'Fairy Tales', 'Retellings', 'Fiction', 'Adventure']",4.15,3255,608,1785,11.99,
English,927,"['Fiction', 'Historical Fiction', 'Science Fiction', 'Fantasy', 'Historical', 'Science Fiction Fantasy', 'Alternate History']",3.91,2296,3727,2957,7.49,
English,496,"['Thriller', 'Fiction', 'Mystery', 'Crime', 'Action', 'Suspense', 'Mystery Thriller']",4.13,3647,10200,11100,7.99,
English,,"['Biography', 'History', 'Nonfiction', 'American History', 'Biography Memoir', 'Politics', 'American Revolution']",4.04,2743,5852,35300,16.99,
English,383,"['Mystery', 'Fiction', 'Mystery Thriller', 'Suspense', 'Crime', 'Historical Fiction', 'Audiobook']",3.91,482,274,29400,9.99,
English,352,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Detective', 'Mystery Thriller', 'Suspense']",4.27,681,1077,29500,9.99,
English,387,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Detective', 'Mystery Thriller', 'Audiobook']",4.21,2224,4472,3511,10.99,
English,456,"['Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'Crime', 'Historical Mystery', 'Mystery Thriller']",4.05,3548,2339,30800,13.99,
English,567,"['Nonfiction', 'Biography', 'Politics', 'Memoir', 'History', 'Autobiography', 'Biography Memoir']",3.76,1159,842,5213,15.99,
English,32,"['Picture Books', 'Art', 'Childrens', 'Fiction', 'Inspirational', 'Realistic Fiction', 'Growth Mindset']",4.25,2104,354,31400,6.24,
English,,"['Fantasy', 'Young Adult', 'Middle Grade', 'Fiction', 'Childrens', 'Magic', 'Adventure']",3.91,676,258,3021,4.99,
English,528,"['Fiction', 'New York', 'Contemporary', 'Novels', 'Literature', 'Literary Fiction', 'Historical Fiction']",3.84,1574,804,8137,12.99,
English,328,"['History', 'Nonfiction', 'World War II', 'War', 'Military History', 'Military Fiction', 'American History']",4.22,321,347,19800,12.99,
English,677,"['History', 'Nonfiction', 'Russia', 'Politics', 'Russian History', 'War', 'Historical']",4.27,971,2211,9696,12.99,
English,514,"['Mystery', 'Fiction', 'Crime', 'Detective', 'Thriller', 'Mystery Thriller', 'British Literature']",3.9,617,673,9568,10.99,
English,571,"['Thriller', 'Mystery', 'Fiction', 'Horror', 'Mystery Thriller', 'Suspense', 'Crime']",4.21,1995,1015,24600,10.99,
English,409,"['Nonfiction', 'Sociology', 'Memoir', 'Biography', 'New York', 'Journalism', 'Poverty']",4.26,1491,491,4799,15.99,
English,286,"['History', 'Nonfiction', 'Politics', 'Holocaust', 'Religion', 'War', 'Jewish']",4.08,283,360,42100,9.99,
English,702,"['Fantasy', 'Romance', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Erotica', 'Science Fiction Fantasy']",4.37,1073,483,6531,12.99,
English,448,"['Fiction', 'India', 'Contemporary', 'Literary Fiction', 'Bangladesh', 'Novels', 'British Literature']",3.45,2252,1232,9925,13.99,
English,828,"['Fantasy', 'Fiction', 'Urban Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Epic Fantasy', 'Fairies']",3.89,468,214,17500,4.99,
English,40,"['Picture Books', 'Childrens', 'Humor', 'Fiction', 'Animals', 'Storytime', 'Fantasy']",4.33,4360,609,48600,,
English,560,"['History', 'Nonfiction', 'Politics', 'War', 'Biography', 'Military Fiction', 'American History']",4,912,639,1841,9.99,
English,553,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Adventure', 'Epic']",3.75,419,220,3607,3.99,
English,276,"['Fiction', 'Thriller', 'Mystery', 'Legal Thriller', 'Suspense', 'Crime', 'Mystery Thriller']",3.72,2662,2583,241,9.99,
English,504,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'Tudor Period', 'British Literature', 'Adult']",3.88,3429,1740,4383,0,
English,318,"['Mystery', 'Fiction', 'Crime', 'Westerns', 'Mystery Thriller', 'Native Americans', 'Thriller']",3.93,457,1054,17200,9.99,
English,247,"['Nonfiction', 'Food', 'Memoir', 'Biography', 'Autobiography', 'Food Writing', 'Biography Memoir']",3.77,743,209,8073,9.99,
English,336,"['Travel', 'Nonfiction', 'Memoir', 'Humor', 'Essays']",3.49,62,3,97,,
English,352,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Westerns', 'Suspense', 'Mystery Thriller']",4.25,1380,4121,2080,8.99,
English,562,"['Nonfiction', 'History', 'Africa', 'Politics', 'War', 'Biography', 'Memoir']",4.24,797,800,10300,12.25,
English,364,"['History', 'Biography', 'Nonfiction', 'World War II', 'Presidents', 'American History', 'Politics']",4.14,545,1016,6759,15.99,
English,713,"['Nonfiction', 'Reference', 'Essays', 'Literature']",4.29,8,,9042,,
English,307,"['Nonfiction', 'History', 'Biography', 'Travel', 'Adventure', 'Womens', 'Memoir']",3.72,523,92,4703,13.99,
English,422,"['History', 'Nonfiction', 'Politics', 'Economics', 'British Literature', 'World History', 'European History']",3.92,664,938,104000,13.99,
English,349,"['History', 'Nonfiction', 'Africa', 'Adventure', 'Biography', 'Travel', 'Historical']",4.13,542,586,20900,9.99,
English,529,"['Urban Fantasy', 'Vampires', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Fiction']",3.87,982,708,67300,7.99,
English,1110,"['Historical Fiction', 'Fiction', 'Historical', 'Roman', 'Egypt', 'Italy', 'Ancient History']",4.33,241,306,7087,15.99,
English,180,"['Fiction', 'Japan', 'Japanese Literature', 'Contemporary', 'Literary Fiction', 'Asia', 'Asian Literature']",4.05,11248,2618,324000,11.99,
English,280,"['Fantasy', 'Fiction', 'Fairy Tales', 'Historical Fiction', 'Retellings', 'Adult', 'Historical']",3.29,1789,434,317000,13.99,
English,273,"['Fiction', 'Romance', 'Novels', 'Contemporary', 'Philosophy', 'Literature', 'Adult']",3.71,8160,5784,32100,13.99,
English,608,"['Fantasy', 'Fiction', 'Magic', 'Epic Fantasy', 'High Fantasy', 'Dragons', 'Science Fiction Fantasy']",4.02,430,248,273000,9.99,
English,423,"['Fiction', 'Chick Lit', 'Young Adult', 'Drama', 'Adult', 'Adult Fiction', 'Realistic Fiction']",4.1,37225,8688,132000,13.99,
English,509,"['Fiction', 'Science Fiction', 'Fantasy', 'Historical Fiction', 'Dystopia', 'Contemporary', 'Literary Fiction']",4.01,21840,14700,57300,8.99,
English,291,"['Fantasy', 'Vampires', 'Paranormal', 'Urban Fantasy', 'Romance', 'Fiction', 'Mystery']",4.12,6199,1600,53400,7.99,
English,503,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Contemporary']",4.25,37041,13200,260000,9.99,
English,374,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'Chick Lit', 'Realistic Fiction', 'Teen']",4.12,8951,2493,309000,7.99,
English,431,"['Fiction', 'Historical Fiction', 'France', 'World War II', 'War', 'Classics', 'Historical']",3.85,7199,3308,401000,5.99,
English,228,"['Humor', 'Nonfiction', 'Politics', 'Comedy', 'History', 'Audiobook', 'American History']",4,1472,334,9765,,
English,1006,"['Fantasy', 'Fiction', 'Historical Fiction', 'Historical', 'Magic', 'Science Fiction Fantasy', 'Alternate History']",3.86,18148,15900,31100,9,
English,818,"['History', 'Biography', 'Nonfiction', 'American History', 'Politics', 'Audiobook', 'Historical']",4.22,10065,34400,41300,14.99,
English,240,"['Romance', 'Fiction', 'Contemporary', 'Young Adult', 'Chick Lit', 'Adult', 'Contemporary Romance']",4.2,16474,7996,122000,2.99,
English,385,"['Fantasy', 'Fiction', 'Mystery', 'Humor', 'Books About Books', 'Science Fiction', 'Alternate History']",4.16,1674,316,208000,8.99,
English,438,"['Fiction', 'LGBT', 'Queer', 'Gay', 'Literary Fiction', 'Historical Fiction', 'Contemporary']",3.75,1800,1236,120000,9.99,
English,377,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Science Fiction']",4.4,4402,2312,49200,5.99,
English,168,"['Graphic Novels', 'Comics', 'Fiction', 'Young Adult', 'Manga', 'Graphic Novels Comics', 'Fantasy']",4.19,5335,2480,48600,0,
English,312,"['History', 'Nonfiction', 'Biography', 'Asia', 'Historical', 'World History', 'Audiobook']",4.05,3825,5282,76400,13.99,
English,608,"['History', 'Nonfiction', 'Science', 'Anthropology', 'Sociology', 'Politics', 'Environment']",3.93,3737,5801,12500,14.99,
English,391,"['Fiction', 'Historical Fiction', 'Alternate History', 'Literature', 'American', 'Science Fiction', 'Politics']",3.8,5162,4036,68000,17.49,
English,504,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'Tudor Period', 'British Literature', 'Adult']",3.88,3429,1740,15300,0,
English,249,"['Fantasy', 'Young Adult', 'Fiction', 'Adventure', 'Middle Grade', 'Childrens', 'Young Adult Fantasy']",4.25,10106,3939,14600,9.99,
English,469,"['Fantasy', 'Young Adult', 'Fiction', 'Young Adult Fantasy', 'Magic', 'Romance', 'Adventure']",4.28,1150,540,19700,9.99,
English,416,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Vampires', 'Witches', 'Magic', 'Fiction']",4.03,5453,4256,131000,3.99,
English,319,"['Mystery', 'Fiction', 'Humor', 'Chick Lit', 'Romance', 'Crime', 'Comedy']",4.15,2472,805,11500,9.99,
English,430,"['Biography', 'Nonfiction', 'History', 'Literature', 'Literary Criticism', 'Biography Memoir', 'British Literature']",3.87,870,786,137000,9.99,
English,372,"['Fantasy', 'Urban Fantasy', 'Fiction', 'Mystery', 'Paranormal', 'Magic', 'Vampires']",4.3,3934,1915,75800,7.99,
English,270,"['Young Adult', 'Dystopia', 'Fantasy', 'Science Fiction', 'Fiction', 'Middle Grade', 'Childrens']",3.89,12938,5112,37000,8.99,
English,464,"['Fiction', 'Mystery', 'Thriller', 'Historical Fiction', 'Mystery Thriller', 'Suspense', 'Books About Books']",3.29,2463,745,93600,11.99,
English,247,"['Fiction', 'Historical Fiction', 'Literary Fiction', 'Novels', 'Literature', 'Classics', 'Audiobook']",3.85,13992,9629,32900,9.99,
English,15,"['History', 'Biography', 'Nonfiction', 'Presidents', 'American History', 'Politics', 'American Revolution']",3.95,1395,899,26500,13.99,
English,323,"['Fiction', 'Young Adult', 'Childrens', 'Middle Grade', 'Fantasy', 'Mystery', 'Adventure']",4.02,3001,1137,64700,12.99,
English,333,"['Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'Medieval', 'Adventure', 'Audiobook']",4.27,5608,9185,72200,0,
English,672,"['Fiction', 'Thriller', 'Science Fiction', 'Mystery', 'Suspense', 'Mystery Thriller', 'Adventure']",3.7,3695,2172,42400,9.99,
English,335,"['Short Stories', 'Fiction', 'Canada', 'Literary Fiction', 'Contemporary', 'Literature', 'Nobel Prize']",3.98,2563,1637,58700,11.99,
English,272,"['Fantasy', 'Fiction', 'Childrens', 'Middle Grade', 'Young Adult', 'Animals', 'Adventure']",4.07,12098,3650,12200,6.83,
English,1050,"['Fantasy', 'Fiction', 'Horror', 'Science Fiction', 'Adventure', 'Westerns', 'Audiobook']",4.28,7470,4757,19300,10.99,
English,452,"['Fantasy', 'Young Adult', 'Fiction', 'Middle Grade', 'Adventure', 'Childrens', 'Retellings']",4.04,5237,1401,35500,6.99,
English,544,"['Fantasy', 'Fiction', 'Horror', 'Science Fiction', 'Adventure', 'Westerns', 'Audiobook']",3.99,5011,3671,188000,10.99,
English,300,"['Fiction', 'Literary Fiction', 'Contemporary', 'Literature', 'Novels', 'Adult Fiction', 'Relationships']",4.22,2319,811,30600,14.99,
English,428,"['Historical Fiction', 'Romance', 'Mystery', 'Fiction', 'Historical', 'Historical Romance', 'Chick Lit']",3.69,2376,739,78000,2.99,
English,194,"['Young Adult', 'Fiction', 'Dystopia', 'Romance', 'War', 'Science Fiction', 'Teen']",3.58,5083,737,22500,7.99,
English,409,"['Fantasy', 'Young Adult', 'Romance', 'Magic', 'Fiction', 'Young Adult Fantasy', 'High Fantasy']",4.1,13515,2510,7175,7.99,
English,453,"['Fantasy', 'Young Adult', 'Fiction', 'Young Adult Fantasy', 'Magic', 'Adventure', 'Romance']",4.26,1659,886,110000,8.99,
English,169,"['Young Adult', 'Dystopia', 'Fiction', 'Fantasy', 'Science Fiction', 'Middle Grade', 'Classics']",3.92,9250,3498,90600,10.99,
English,278,"['Fiction', 'Thriller', 'Mystery', 'Legal Thriller', 'Crime', 'Suspense', 'Mystery Thriller']",3.93,2923,2837,12400,8.99,
English,40,"['Picture Books', 'Childrens', 'Animals', 'Cats', 'Fiction', 'Storytime', 'Adventure']",4.09,2409,82,201000,,
English,7,"['Humor', 'Nonfiction', 'Memoir', 'Essays', 'Short Stories', 'Comedy', 'Audiobook']",4.11,7353,2762,126000,10.99,
English,569,"['Science', 'Nonfiction', 'Physics', 'Astronomy', 'Popular Science', 'Space', 'Philosophy']",4.12,1167,,25300,11.99,
English,304,"['History', 'Nonfiction', 'Historical', 'Biography', 'European History', 'Sexuality', 'Romance']",3.69,902,538,19000,14.99,
English,513,"['Horror', 'Fiction', 'Vampires', 'Fantasy', 'Paranormal', 'Thriller', 'Supernatural']",4.04,7502,3140,9982,12.99,
English,288,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Horror', 'Mystery Thriller', 'Suspense']",3.9,7436,,51600,12.99,
English,352,"['Fantasy', 'Fiction', 'Young Adult', 'Humor', 'Childrens', 'Witches', 'Magic']",4.32,2565,1320,12300,13.99,
English,338,"['Young Adult', 'Dystopia', 'Fantasy', 'Fiction', 'Science Fiction', 'Middle Grade', 'Post Apocalyptic']",3.69,3833,2151,9667,8.99,
English,381,"['Fantasy', 'Fiction', 'Mystery', 'Humor', 'Books About Books', 'Science Fiction', 'Science Fiction Fantasy']",4.09,2123,519,52600,13.99,
English,380,"['Young Adult', 'Science Fiction', 'Dystopia', 'Fiction', 'Fantasy', 'Teen', 'Adventure']",4.08,7192,2209,19500,9.99,
English,434,"['Science Fiction', 'Fiction', 'Space Opera', 'Science Fiction Fantasy', 'Space', 'Fantasy', 'Speculative Fiction']",4.03,961,466,22700,0,
English,436,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Detective', 'Mystery Thriller', 'Audiobook']",4.18,2289,3267,10200,10.99,
English,423,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Adventure']",4.06,3097,2620,5355,9.99,
English,297,"['Young Adult', 'Fantasy', 'Paranormal', 'Science Fiction', 'Fiction', 'Urban Fantasy', 'Supernatural']",3.81,2071,482,13600,10.99,
English,250,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fiction', 'Romance', 'Fantasy', 'Teen']",3.54,1546,502,14000,5.99,
English,388,"['Young Adult', 'Fiction', 'Adventure', 'Mystery', 'Espionage', 'Action', 'Thriller']",4.18,1577,1221,14100,8.99,
English,334,"['Fantasy', 'Magic', 'Fiction', 'Paranormal', 'High Fantasy', 'Romance', 'Adult']",4.02,478,443,2350,3.99,
English,355,"['Fiction', 'Contemporary', 'Adult Fiction', 'Literary Fiction', 'Novels', 'Adult', 'Book Club']",3.64,2460,493,12700,11.99,
English,306,"['Politics', 'Nonfiction', 'History', 'Political Science', 'Economics', 'Sociology', 'American History']",3.85,838,565,8331,12.99,
English,290,"['Fiction', 'Historical Fiction', 'British Literature', 'Literary Fiction', 'Historical', 'Book Club', 'Novels']",3.95,2312,970,12500,11.99,
English,352,"['Science Fiction', 'Fiction', 'Cyberpunk', 'Fantasy', 'Science Fiction Fantasy', 'Space Opera', 'Military Fiction']",3.74,174,101,11800,7.99,
English,908,"['Fiction', 'Historical Fiction', 'Science Fiction', 'Fantasy', 'Historical', 'Speculative Fiction', 'Science Fiction Fantasy']",4.33,750,516,39600,2.99,
English,352,"['Fiction', 'Contemporary', 'Literary Fiction', 'Historical Fiction', 'Novels', 'Marriage', 'Adult Fiction']",3.67,1613,638,7533,11.99,
English,352,"['Nonfiction', 'True Crime', 'History', 'Biography', 'Crime', 'Humor', 'Sports']",4.01,773,345,11700,9.99,
English,448,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Witches', 'Paranormal Romance', 'Magic']",4.07,1373,490,11600,6.99,
English,288,"['Fiction', 'Chick Lit', 'Romance', 'Contemporary', 'Books About Books', 'Adult Fiction', 'Adult']",3.1,4990,1146,10300,1.95,
English,109,"['Plays', 'Drama', 'Fiction', 'LGBT', 'Theatre', 'Classics', 'Queer']",3.96,476,97,5204,9.99,
English,479,"['Fantasy', 'Romance', 'Fairy Tales', 'Fiction', 'Magic', 'Science Fiction Fantasy', 'Retellings']",3.99,1102,299,68600,7.99,
English,560,"['Urban Fantasy', 'Fantasy', 'Paranormal', 'Romance', 'Paranormal Romance', 'Witches', 'Magic']",4.12,984,355,21900,5.99,
English,263,"['Nonfiction', 'Food', 'Health', 'Self Help', 'France', 'Cookbooks', 'Cooking']",3.54,2011,1381,11600,13.99,
English,389,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Thriller', 'British Literature', 'Detective']",3.81,7961,5434,594,9.99,
English,368,"['Fiction', 'Romance', 'Chick Lit', 'Contemporary', 'Adult Fiction', 'Adult', 'Novels']",3.21,7047,1792,1726,12.99,
English,288,"['Fiction', 'Historical Fiction', 'Contemporary', 'British Literature', 'Humor', 'Chick Lit', 'Audiobook']",3.42,1345,1917,2705,9.99,
English,280,"['Historical Fiction', 'Fiction', 'Civil War', 'Historical', 'War', 'Literary Fiction', 'Book Club']",3.79,7000,4024,4689,13.99,
English,748,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Magic', 'Adventure']",3.95,714,655,1254,9.99,
English,301,"['Mystery', 'Fiction', 'Mystery Thriller', 'Thriller', 'Suspense', 'Audiobook', 'Crime']",3.92,503,205,12200,8.99,
English,248,"['Fiction', 'Crime', 'Young Adult', 'Contemporary', 'Mystery', 'Literary Fiction', 'Novels']",3.89,214,42,41800,4.99,
English,400,"['Science Fiction', 'Fiction', 'Speculative Fiction', 'Fantasy', 'Dystopia', 'Science Fiction Fantasy', 'Novels']",3.59,258,58,9352,11.99,
English,384,"['Nonfiction', 'Military Fiction', 'History', 'Memoir', 'Military History', 'Education', 'American History']",4.01,155,159,4927,2.99,
English,383,"['Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Contemporary Romance', 'Adult', 'Humor']",3.82,1304,236,13600,12.99,
English,768,"['Science Fiction', 'Fiction', 'Space Opera', 'Audiobook', 'Science Fiction Fantasy', 'Fantasy', 'Space']",4.23,2661,2596,3973,9.99,
English,722,"['Urban Fantasy', 'Vampires', 'Paranormal', 'Fantasy', 'Romance', 'Paranormal Romance', 'Fiction']",3.81,1152,670,6747,9.99,
English,432,"['Fantasy', 'Fiction', 'Science Fiction', 'Science Fiction Fantasy', 'Speculative Fiction', 'Novels', 'High Fantasy']",3.76,370,205,24200,12.99,
English,160,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Graphic Novels Comics', 'Horror', 'Comic Book']",4.33,1093,229,10400,9.99,
English,1008,"['Nonfiction', 'Literary Criticism', 'Criticism', 'Literature', 'Plays', 'Biography', 'History']",4.39,79,327,30600,5.99,
English,512,"['Fiction', 'Historical Fiction', 'Literary Fiction', 'Contemporary', 'Novels', 'Literature', 'American']",3.6,1030,365,10000,12.99,
English,272,"['Travel', 'Nonfiction', 'Humor', 'Memoir', 'Biography', 'Adventure', 'Biography Memoir']",3.87,2482,719,5413,10.99,
English,272,"['Mystery', 'Fiction', 'Scotland', 'Philosophy', 'Audiobook', 'Crime', 'Cozy Mystery']",3.36,2776,980,50500,9.99,
English,248,"['Young Adult', 'LGBT', 'Fiction', 'Queer', 'Contemporary', 'Realistic Fiction', 'Teen']",3.83,1564,287,32300,8.99,
English,40,"['Picture Books', 'Childrens', 'Fiction', 'Family', 'Realistic Fiction', 'Humor', 'Storytime']",4.27,2883,122,30500,,
English,352,"['Fiction', 'Animals', 'Audiobook', 'Contemporary', 'Dogs', 'Fantasy', 'Family']",3.53,762,183,10200,13.99,
English,428,"['Science', 'Nonfiction', 'Physics', 'Astronomy', 'Popular Science', 'Space', 'Philosophy']",4.21,810,1725,6708,13.99,
English,6,"['Nonfiction', 'Humor', 'Memoir', 'Comedy', 'Biography', 'Chick Lit', 'Autobiography']",3.79,6353,1076,514000,7.99,
English,455,"['Fantasy', 'Urban Fantasy', 'Fiction', 'Horror', 'Vampires', 'Paranormal', 'Russia']",3.97,2379,1285,2000000,14.99,
English,254,"['Mystery', 'Middle Grade', 'Fiction', 'Young Adult', 'Childrens', 'Art', 'Adventure']",3.73,2485,652,1000000,5.99,
English,225,"['Historical Fiction', 'Young Adult', 'Fiction', 'Middle Grade', 'Childrens', 'Historical', 'Realistic Fiction']",3.85,4294,1094,913000,8.99,
