language,num_pages,genres,rating_score,num_reviews,current_readers,want_to_read,price,rating
English,427,"['Fiction', 'Thriller', 'Mystery', 'Romance', 'Suspense', 'Mystery Thriller', 'Crime']",3.77,648,361,12000,12.49,
English,472,"['Crime', 'Fiction', 'Mystery', 'Noir', 'Thriller', 'Historical Fiction', 'Detective']",4.03,929,1031,8483,11.99,
English,292,"['Mystery', 'Fiction', 'Crime', 'Detective', 'Thriller', 'Mystery Thriller', 'Suspense']",3.97,249,391,24900,6.99,
English,67,"['Historical Fiction', 'Childrens', 'Fiction', 'Historical', 'Middle Grade', 'Young Adult', 'Juvenile']",3.93,106,27,27500,6.49,
English,800,"['Biography', 'History', 'Nonfiction', 'Politics', 'World War II', 'Biography Memoir', 'War']",4.38,462,451,4927,16.99,
English,360,"['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Regency', 'Fiction', 'Regency Romance']",4.18,1019,1074,37500,9.99,
English,308,"['Science Fiction', 'Cyberpunk', 'Fiction', 'Science Fiction Fantasy', 'Dystopia', 'Novels', 'Speculative Fiction']",4.01,1209,1233,8413,8.99,
English,304,"['Fiction', 'Historical Fiction', 'Novels', 'Literature', 'Historical', 'France', 'Roman']",4.24,2350,1624,8491,3.99,
English,302,"['Fantasy', 'Fiction', 'Science Fiction Fantasy', 'Magic', 'High Fantasy', 'Epic Fantasy', 'Adult']",4.09,362,255,16300,5.99,
English,170,"['Historical Fiction', 'Young Adult', 'Holocaust', 'Fiction', 'Historical', 'World War II', 'Time Travel']",4.03,2744,940,111000,8.99,
English,384,"['Fantasy', 'Science Fiction', 'Dragons', 'Fiction', 'Science Fiction Fantasy', 'Young Adult', 'Adult']",4.22,767,771,5022,7.99,
English,240,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Magic', 'Adventure']",4.25,792,293,518,5.99,
English,277,"['Science Fiction', 'Fiction', 'Fantasy', 'Aliens', 'Science Fiction Fantasy', 'Speculative Fiction', 'Dystopia']",4.19,1667,1386,5679,11.99,
English,367,"['Christian', 'Nonfiction', 'Religion', 'Christianity', 'Faith', 'Theology', 'Spirituality']",4.2,2825,7150,2375,11.49,
English,189,"['Fiction', 'Historical Fiction', 'Classics', 'British Literature', 'Literary Fiction', 'Audiobook', 'Novels']",3.83,726,153,15500,9.99,
English,196,"['Fiction', 'Magical Realism', 'Literary Fiction', '20th Century', 'Novels', 'Contemporary']",3.81,32,7,36600,,
English,320,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Detective', 'Audiobook', 'Suspense']",3.93,1234,774,762,0,
English,32,"['Picture Books', 'Childrens', 'Animals', 'Humor', 'Fiction', 'Storytime', 'Fantasy']",4.28,580,82,1211,1.99,
English,315,"['Science Fiction', 'Fiction', 'Fantasy', 'Dystopia', 'Feminism', 'Post Apocalyptic', 'Science Fiction Fantasy']",4.06,918,290,2046,5.99,
English,867,"['History', 'Nonfiction', 'Civil War', 'American History', 'War', 'American Civil War', 'Military History']",4.38,1605,3116,41500,12.99,
English,334,"['Mystery', 'Fiction', 'Crime', 'British Literature', 'Mystery Thriller', 'Cozy Mystery', 'Detective']",3.92,165,321,2590,11.99,
English,256,"['Mystery', 'Fiction', 'Short Stories', 'Cats', 'Cozy Mystery', 'Animals', 'Crime']",3.82,155,178,4825,7.99,
English,384,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Detective', 'Thriller', 'Noir']",4.02,210,312,6069,6.99,
English,416,"['Sports', 'Nonfiction', 'Football', 'History', 'Biography', 'Journalism', 'Adult']",4.14,3071,2070,1240,11.99,
English,672,"['Biography', 'Nonfiction', 'Biography Memoir', 'Literature', 'History', 'Books About Books', 'American']",4.16,67,27,41300,14.72,
English,544,"['Fiction', 'Adventure', 'Thriller', 'Action', 'Mystery', 'Suspense', 'Mystery Thriller']",3.95,396,249,1919,9.99,
English,128,"['Nonfiction', 'Art', 'Horror', 'Photography', 'History', 'Gothic', 'Architecture']",4.02,105,7,629,,
Spanish; Castilian,304,"['Fantasy', 'Fiction', 'Magical Realism', 'Horror', 'Urban Fantasy', 'Novels', 'Science Fiction Fantasy']",4.05,124,20,30500,10.99,
English,218,"['Nonfiction', 'Adventure', 'Mountaineering', 'Biography', 'Memoir', 'Travel', 'Survival']",4.22,2312,1024,7860,7.69,
English,384,"['Romance', 'Paranormal', 'Contemporary Romance', 'Contemporary', 'Paranormal Romance', 'Romantic Suspense', 'Fiction']",3.86,87,198,6142,4.99,
English,182,"['Young Adult', 'Romance', 'Realistic Fiction', 'Teen', 'Fiction', 'Chick Lit', 'Novels']",3.57,54,14,14000,,
English,204,"['Fiction', 'Africa', 'Historical Fiction', 'Zimbabwe', 'Feminism', 'African Literature', 'Classics']",4.04,1588,825,24100,0,
English,386,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Classics', 'Space', 'Fantasy', 'Space Opera']",3.8,686,484,3786,7.99,
English,384,"['Romance', 'Fiction', 'Historical Fiction', 'Historical', 'Chick Lit', 'Russia', 'Drama']",4.02,555,461,3344,8.99,
English,81,"['Nonfiction', 'Essays', 'Memoir', 'History', 'School', 'Travel', 'Classics']",4.05,1484,358,13400,9.99,
English,480,"['Fiction', 'Historical Fiction', 'Novels', 'Literature', 'American', 'Literary Fiction', 'Politics']",4.03,1205,943,4967,13.99,
English,396,"['Science Fiction', 'Cyberpunk', 'Fiction', 'Novels', 'Speculative Fiction', 'Science Fiction Fantasy', '20th Century']",3.66,161,151,2110,0,
English,1281,"['Fiction', 'Short Stories', 'Classics', 'Literature', 'Essays', 'Southern Gothic', 'Southern']",4.5,208,346,6808,1.99,
English,541,"['History', 'Nonfiction', 'Politics', 'Israel', 'War', 'Travel', 'Journalism']",4.14,940,,8000,0,
English,350,"['Fantasy', 'Horror', 'Vampires', 'Mystery', 'Urban Fantasy', 'Fiction', 'Historical Fiction']",3.86,404,349,13000,1.99,
English,320,"['Science Fiction', 'Space Opera', 'Romance', 'Fiction', 'Fantasy', 'Adult', 'Space']",4.16,287,189,485,,
English,678,"['Fiction', 'Thriller', 'Mystery', 'Espionage', 'Suspense', 'Adventure', 'Action']",3.98,225,282,22000,9.99,
English,368,"['Fantasy', 'Young Adult', 'Historical Fiction', 'Fiction', 'Historical', 'Retellings', 'Adventure']",3.78,983,521,8.99,1.99,
English,344,"['Fantasy', 'Forgotten Realms', 'Fiction', 'High Fantasy', 'Dungeons and Dragons', 'Epic Fantasy', 'Science Fiction Fantasy']",4.12,1456,2259,13700,7.99,
English,436,"['Plays', 'Drama', 'Classics', '18th Century', 'Fiction', 'Theatre', 'Irish Literature']",3.65,25,20,453000,10.99,
English,336,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Magic', 'Audiobook']",3.91,3152,2584,245000,6.49,
English,268,"['Horror', 'Fiction', 'Fantasy', 'Short Stories', 'Dark Fantasy', 'Novels', 'Thriller']",3.92,822,541,302000,3.99,
English,976,"['Historical Fiction', 'Fiction', 'Historical', 'Fantasy', 'Classics', 'Medieval', 'Audiobook']",4.34,37132,30900,190818,9.99,
English,352,"['Fiction', 'Historical Fiction', 'Classics', 'China', 'Contemporary', 'Historical', 'Adult Fiction']",3.97,12975,7339,177000,12.99,
English,137,"['Historical Fiction', 'Young Adult', 'Fiction', 'Classics', 'Childrens', 'Historical', 'Middle Grade']",4.18,16426,9809,218000,0,
English,258,"['Fiction', 'Historical Fiction', 'Classics', 'Literary Fiction', 'Historical', 'Literature', 'Novels']",4.14,23623,13700,149000,12.99,
English,637,"['Fiction', 'Classics', 'Contemporary', 'Literature', 'Literary Fiction', 'Novels', 'Historical Fiction']",4.24,16236,14400,,12.49,
English,738,"['Fiction', 'Thriller', 'Mystery', 'Crime', 'Suspense', 'Legal Thriller', 'Mystery Thriller']",4.11,6950,9330,80500,9.99,
English,222,"['Fiction', 'Magical Realism', 'Romance', 'Historical Fiction', 'Classics', 'Fantasy', 'Food']",3.95,13243,3753,246000,11.99,
English,32,"['Picture Books', 'Childrens', 'Fiction', 'Poetry', 'Classics', 'Storytime', 'Kids']",4.25,5026,934,10400,7.99,
English,152,"['Childrens', 'Fiction', 'Humor', 'Middle Grade', 'Young Adult', 'Fantasy', 'Juvenile']",4.17,1242,775,15600,8.49,
English,376,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Dragons', 'Science Fiction Fantasy', 'Audiobook']",4.34,7010,5639,4532,9.99,
English,500,"['Science Fiction', 'Fiction', 'Fantasy', 'Space Opera', 'Science Fiction Fantasy', 'Audiobook', 'Horror']",4.26,12367,16000,1414,3.99,
English,368,"['Fiction', 'Thriller', 'Espionage', 'Mystery', 'Russia', 'Spy Thriller', 'Suspense']",3.91,598,365,20600,9.99,
English,32,"['Picture Books', 'Childrens', 'Animals', 'Fiction', 'Christmas', 'Classics', 'Folklore']",4.27,1733,165,44400,9.99,
English,128,"['Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Comic Strips', 'Comic Book', 'Childrens']",4.63,269,50,870000,,
English,126,"['Comics', 'Humor', 'Graphic Novels', 'Fiction', 'Comic Strips', 'Comedy', 'Comic Book']",4.64,313,54,2004,,
English,341,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Magic']",3.92,2772,2066,1769,1.99,
English,299,"['Travel', 'Nonfiction', 'Humor', 'Memoir', 'Audiobook', 'American', 'Biography']",3.81,3412,2436,40100,14.99,
English,372,"['Self Help', 'Nonfiction', 'Business', 'Personal Development', 'Psychology', 'Leadership', 'Productivity']",4.16,14542,141000,1279,0,
English,217,"['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Crime', 'Historical Mystery', 'Medieval']",4.14,253,881,19600,3.99,
English,338,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Westerns', 'Audiobook', 'Detective']",4.06,429,715,8942,10.99,
English,479,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Detective']",4.11,2871,,143,9.99,
English,311,"['Science Fiction', 'Fiction', 'Space Opera', 'Short Stories', 'Science Fiction Fantasy', 'Audiobook', 'Adventure']",4.25,495,222,83600,3.99,
English,461,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'War']",4.18,2014,,889,6.99,
English,40,"['Picture Books', 'Childrens', 'Animals', 'Fiction', 'Adventure', 'Family', 'Storytime']",4.29,1887,176,2639,,
English,371,"['Romance', 'Contemporary Romance', 'Fiction', 'Contemporary', 'Ireland', 'Chick Lit', 'Adult']",4.11,919,886,9334,9.99,
English,348,"['Fiction', 'Horror', 'Fantasy', 'Contemporary', 'Novels', 'Literary Fiction', 'Literature']",3.96,7020,3316,2659,9.99,
English,320,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Suspense', 'Horses']",4.11,293,354,5540,8.99,
English,384,"['Fiction', 'Mystery', 'Thriller', 'Crime', 'Russia', 'Mystery Thriller', 'Detective']",3.98,454,497,5136,12.99,
English,946,"['History', 'Nonfiction', 'American History', 'Politics', 'American', 'Cultural', 'Sociology']",4.36,394,516,16900,25.99,
English,352,"['Science Fiction', 'Fiction', 'Space Opera', 'Science Fiction Fantasy', 'Fantasy', 'Audiobook', 'Adventure']",4.19,710,360,730,6.99,
English,374,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Detective', 'British Literature']",4.03,1000,1404,15300,10.99,
English,371,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Young Adult', 'Adventure']",4.1,358,137,16000,9.59,
English,704,"['Fiction', 'Thriller', 'Espionage', 'Military Fiction', 'Suspense', 'Action', 'Mystery']",4.13,993,1668,1911,7.99,
English,281,"['Mystery', 'Fiction', 'Cozy Mystery', 'Cats', 'Animals', 'Crime', 'Mystery Thriller']",3.94,295,277,18000,7.99,
English,167,"['Fiction', 'Fantasy', 'Magical Realism', 'Historical Fiction', 'Queer', 'LGBT', 'Novels']",3.84,1283,458,11100,1.99,
English,870,"['Historical Fiction', 'Fiction', 'Historical', 'Scotland', 'British Literature', 'Tudor Period', '16th Century']",4.08,662,821,4280,12.99,
English,250,"['Mystery', 'Historical Fiction', 'Fiction', 'Historical', 'Medieval', 'Crime', 'Historical Mystery']",4.15,251,883,6136,2.99,
English,480,"['Horror', 'Fantasy', 'Fiction', 'Paranormal', 'Supernatural', 'Historical Fiction', 'Romance']",3.86,1423,1124,17200,8.99,
English,608,"['History', 'Nonfiction', 'War', 'Military History', 'World War II', 'Military Fiction', 'World History']",4.22,300,443,16500,2.99,
English,384,"['Fantasy', 'Science Fiction', 'Dragons', 'Fiction', 'Science Fiction Fantasy', 'Adventure', 'Adult']",3.91,365,391,4904,8.99,
English,326,"['Fiction', 'Historical Fiction', 'Crime', 'Literature', 'Literary Fiction', 'American', 'Novels']",3.81,502,315,941,9.99,
English,347,"['Science', 'Nonfiction', 'Biology', 'Evolution', 'History', 'Natural History', 'Nature']",4.14,331,379,5024,9.99,
English,464,"['Romance', 'Time Travel', 'Historical Romance', 'Historical', 'Historical Fiction', 'Fantasy', 'Fiction']",4.2,2662,1398,26400,7.99,
English,896,"['Historical Fiction', 'Fiction', 'Historical', 'Travel', 'Classics', 'Novels', 'Adult Fiction']",3.97,410,2100,3118,12.99,
English,396,"['Mystery', 'Fiction', 'Crime', 'British Literature', 'Mystery Thriller', 'Detective', 'Thriller']",3.91,201,323,3561,11.99,
English,806,"['Parenting', 'Nonfiction', 'Reference', 'Self Help', 'Health', 'Family', 'Childrens']",3.92,1076,6010,46300,11.99,
English,248,"['Fiction', 'Historical Fiction', 'Classics', 'Magical Realism', 'Literature', 'Novels', 'Spanish Literature']",3.69,1383,1457,13800,12.99,
English,480,"['Mystery', 'Fiction', 'Crime', 'Detective', 'Mystery Thriller', 'British Literature', 'Audiobook']",3.96,634,915,12400,13.99,
English,484,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Mystery Thriller', 'Suspense', 'Detective']",3.9,442,1379,10800,3.99,
English,224,"['Travel', 'Nonfiction', 'Memoir', 'France', 'Biography', 'Food', 'Humor']",3.99,3913,2546,15000,10.99,
English,512,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Adventure', 'Magic']",4,465,477,70100,3.99,
Danish,192,"['Nonfiction', 'Essays', 'Philosophy', 'Medicine', 'Disability', 'Theory', 'Health']",3.99,629,618,8904,0,
English,787,"['Fiction', 'Historical Fiction', 'Mystery', 'Historical', 'Victorian', 'British Literature', 'Gothic']",4.02,635,281,38000,14.99,
English,526,"['Fiction', 'Mystery', 'Novels', 'British Literature', 'Literature', 'Contemporary', 'Literary Fiction']",3.68,939,770,199000,12.99,
English,469,"['Horror', 'Fiction', 'Thriller', 'Fantasy', 'Supernatural', 'Mystery', 'Paranormal']",3.8,3255,1849,15300,11.99,
English,238,"['Memoir', 'Nonfiction', 'Biography', 'Australia', 'Biography Memoir', 'Autobiography', 'History']",4.01,690,210,14700,12.99,
English,438,"['Historical Romance', 'Romance', 'Historical', 'Historical Fiction', 'Medieval', 'Fiction', 'Adult']",4.21,2819,2501,78200,7.99,
English,251,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Horror', 'Graphic Novels Comics', 'Comic Book']",4.25,9392,7367,7481,0,
English,220,"['Science Fiction', 'Fiction', 'Fantasy', 'Speculative Fiction', 'Aliens', 'Science Fiction Fantasy', 'Post Apocalyptic']",4.21,1509,739,4670,11.99,
English,320,"['Fiction', 'Short Stories', 'Historical Fiction', 'British Literature', 'Contemporary', 'Literature', '20th Century']",3.88,1179,765,3013,12.99,
English,249,"['Nonfiction', 'Business', 'Finance', 'Economics', 'History', 'Biography', 'Memoir']",4.15,2966,4831,8619,9.21,
English,256,"['Romance', 'Contemporary Romance', 'Contemporary', 'Romantic Suspense', 'Westerns', 'Suspense', 'Historical Romance']",4.16,902,797,3775,4.99,
English,32,"['Picture Books', 'Childrens', 'Animals', 'Counting', 'Fiction', 'Storytime', 'Mathematics']",4.13,819,155,10800,1.99,
English,576,"['Fiction', 'Canada', 'Historical Fiction', 'Novels', 'Jewish', 'Canadian Literature', 'Literary Fiction']",3.98,170,63,42500,8.99,
English,314,"['Fiction', 'Portugal', 'Historical Fiction', 'Portuguese Literature', 'Literature', 'Nobel Prize', 'Novels']",3.83,575,511,2819,0,
English,505,"['Romance', 'Time Travel', 'Fiction', 'Contemporary Romance', 'Fantasy', 'Science Fiction', 'Paranormal Romance']",3.79,306,300,12400,3.99,
English,510,"['Fiction', 'China', 'Nobel Prize', 'Asia', 'Literature', 'Chinese Literature', 'Novels']",3.6,687,727,14000,14.99,
English,576,"['Graphic Novels', 'Comics', 'Horror', 'Fiction', 'Historical Fiction', 'Crime', 'Graphic Novels Comics']",4.19,2446,2261,1002,0,
English,260,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Detective', 'Mystery Thriller', 'Suspense']",4.03,666,1497,3666,6.99,
English,948,"['History', 'Nonfiction', 'France', 'French Revolution', 'European History', 'Politics', 'World History']",4.01,399,535,953,17.99,
English,544,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Speculative Fiction', 'Dystopia', 'Aliens']",4.03,816,536,3427,9.99,
English,259,"['Mystery', 'Fiction', 'Crime', 'Thriller', 'Suspense', 'Psychological Thriller', 'British Literature']",3.63,194,242,225000,6.99,
English,470,"['Fantasy', 'Horror', 'Historical Fiction', 'Vampires', 'Fiction', 'Historical', 'Paranormal']",3.8,398,132,2293,9.49,
English,271,"['Memoir', 'Nonfiction', 'Biography', 'Autobiography', 'Literature', 'Philosophy', 'Biography Memoir']",3.81,52,28,403,13.99,
English,240,"['Young Adult', 'Fiction', 'Historical Fiction', 'Pakistan', 'Realistic Fiction', 'School', 'Historical']",3.77,635,127,15200,6.99,
English,166,"['Classics', 'Fiction', 'Young Adult', 'Contemporary', 'Poetry', 'Novels', 'Drama']",4.18,9366,4067,1222,0,
English,352,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Epic']",4.06,130,74,10200,7.99,
French,320,"['Mystery', 'Fiction', 'Crime', 'Detective', 'Audiobook', 'Mystery Thriller', 'Womens']",3.82,83,232,9574,6.99,
English,320,"['Fiction', 'American', 'Contemporary', 'Novels', 'The United States Of America', 'Literature', 'Classics']",3.98,1362,792,1346,4.99,
Spanish; Castilian,512,"['Biography', 'History', 'Philosophy', 'Politics', 'Italy', 'Nonfiction', 'European History']",3.76,20,22,7742,,
English,435,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Adventure', 'Magic']",3.97,666,283,4178,9.59,
English,318,"['Historical Fiction', 'Mystery', 'Fiction', 'Historical', 'Crime', 'Historical Mystery', 'Italy']",3.9,1074,460,7,0,
English,512,"['Fantasy', 'Historical Fiction', 'Fiction', 'Ireland', 'Historical', 'Mythology', 'Irish Literature']",4.21,79,30,2280,,
English,512,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Space', 'Aliens', 'Novels', 'Fantasy']",3.7,895,1255,1747,7.59,
English,311,"['Fantasy', 'Fiction', 'Dark Fantasy', 'Epic Fantasy', 'Military Fiction', 'High Fantasy', 'Science Fiction Fantasy']",4.11,325,170,589,12.99,
English,173,"['art', 'galiza', 'hespaña']",4.5,0,,8145,,
English,409,"['Romance', 'Historical Romance', 'Historical', 'Westerns', 'Fiction', 'Historical Fiction', 'Western Romance']",3.98,215,238,10200,8.99,
English,42,"['Fiction', 'Media Tie In', 'Novels', 'Contemporary', 'American', 'Classics', 'Mental Illness']",4.31,109,56,3063,,
German,254,"['Mystery', 'Fiction', 'Anthropology', 'Cozy Mystery', 'Archaeology', 'Crime', 'Mystery Thriller']",4.02,90,444,70,0,
English,226,"['Fiction', 'Historical Fiction', 'British Literature', 'Espionage', 'Thriller', 'Germany', 'Literary Fiction']",3.72,944,493,5378,12.99,
English,480,"['Romance', 'Historical Romance', 'Historical', 'Historical Fiction', 'Westerns', 'Fiction', 'Adult']",4.27,1378,361,33,6.49,
English,30,"['Picture Books', 'Childrens', 'Art', 'Animals', 'Storytime', 'Fiction', 'Kids']",4.17,659,41,1759,9.99,
English,192,['Writing'],4,3,,2618,,
Spanish; Castilian,246,"['Fiction', 'Historical Fiction', 'France', 'Historical', 'Romance', 'War', 'Literature']",3.59,456,255,3859,11.99,
English,93,"['Nonfiction', 'Politics', 'Plays']",3.68,4,,4065,,
English,306,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'British Literature', 'Cozy Mystery', 'Detective']",3.87,306,630,313000,1.99,
English,224,"['Science Fiction', 'Fiction', 'Fantasy', 'Science Fiction Fantasy', 'Classics', 'Dystopia', 'Thriller']",3.93,106,22,737199,,
English,262,"['Travel', 'Nonfiction', 'Audiobook', 'Adventure', 'Humor', 'Memoir', 'Biography']",4.03,262,126,32700,5.99,
English,157,"['Humor', 'Fantasy', 'Fiction', 'Cats', 'Animals', 'Comedy', 'British Literature']",3.82,411,60,332000,10.99,
English,480,"['Science Fiction', 'Fiction', 'Thriller', 'Adventure', 'Fantasy', 'Horror', 'Classics']",4.1,19462,11100,84000,2.99,
English,44,"['Childrens', 'Picture Books', 'Fiction', 'Classics', 'Poetry', 'Fantasy', 'Young Adult']",4.36,6396,1153,62600,9.99,
English,800,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Adventure']",4.19,22640,43200,57400,7.99,
English,555,"['Fiction', 'Historical Fiction', 'Romance', 'Classics', 'Mystery', 'Literary Fiction', 'Historical']",3.89,5253,2806,181000,13.99,
English,396,"['Fantasy', 'Fiction', 'Humor', 'Comedy', 'Science Fiction Fantasy', 'Audiobook', 'Magic']",3.96,2331,1638,81100,6.99,
English,600,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Audiobook', 'Adventure']",4.26,10062,14400,34500,9.99,
English,930,"['Horror', 'Fiction', 'Short Stories', 'Thriller', 'Fantasy', 'Mystery', 'Suspense']",3.95,2190,2374,103000,11.99,
English,246,"['Fiction', 'Historical Fiction', 'Classics', 'War', 'Short Stories', 'School', 'Historical']",4.14,18544,10500,51500,14.99,
English,240,"['Fantasy', 'Young Adult', 'Dragons', 'Fiction', 'Middle Grade', 'Childrens', 'Magic']",4.16,4264,1080,20900,1.99,
English,232,"['Graphic Novels', 'Comics', 'Fantasy', 'Fiction', 'Horror', 'Graphic Novels Comics', 'Comic Book']",4.43,4028,2055,12900,0,
English,342,"['Mystery', 'Crime', 'Fiction', 'Thriller', 'Mystery Thriller', 'Suspense', 'Murder Mystery']",4.03,4003,5690,22000,0,
English,298,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Middle Grade', 'Childrens', 'Adventure']",3.88,4253,2653,40900,0,
English,184,"['Young Adult', 'Fiction', 'Childrens', 'Middle Grade', 'Realistic Fiction', 'School', 'Classics']",3.89,4912,1903,28500,7.99,
English,608,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Adventure', 'Young Adult']",4.1,1007,1147,13700,7.99,
English,725,"['Fiction', 'Thriller', 'Mystery', 'Espionage', 'Action', 'Suspense', 'Adventure']",4.07,1044,856,23300,7.99,
English,270,"['Nonfiction', 'History', 'Language', 'Linguistics', 'Humor', 'Audiobook', 'Writing']",3.91,3247,3805,,9.99,
English,1076,"['Historical Fiction', 'Fiction', 'Historical', 'Italy', 'Roman', 'Ancient History', 'Novels']",4.12,1158,1519,11500,14.99,
English,384,"['Fantasy', 'Young Adult', 'Fiction', 'Magic', 'Young Adult Fantasy', 'Adventure', 'Romance']",4.27,2025,717,70600,9.99,
English,722,"['Fiction', 'Romance', 'Chick Lit', 'Ireland', 'Historical Fiction', 'Irish Literature', 'Contemporary']",4.06,2185,1591,24600,8.99,
English,346,"['Science Fiction', 'Space Opera', 'Fiction', 'Hugo Awards', 'Science Fiction Fantasy', 'Fantasy', 'Audiobook']",4.27,1014,448,4753,6.99,
English,608,"['Fiction', 'Classics', 'Literature', 'Novels', 'American', 'Literary Fiction', 'Animals']",4,588,169,24500,13.99,
English,676,"['Fantasy', 'Fiction', 'High Fantasy', 'Epic Fantasy', 'Science Fiction Fantasy', 'Historical Fiction', 'Historical Fantasy']",4.09,3275,1606,13900,13.99,
English,339,"['Science Fiction', 'Fiction', 'Science Fiction Fantasy', 'Short Stories', 'Classics', 'Fantasy', 'Speculative Fiction']",4.05,1054,708,19500,8.99,
English,414,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Thriller', 'Detective', 'British Literature']",4.13,860,1024,12300,10.99,
English,281,"['Fantasy', 'Fiction', 'Young Adult', 'Science Fiction Fantasy', 'High Fantasy', 'Classics', 'Magic']",4.02,3045,1190,21100,9.99,
English,508,"['Science Fiction', 'Short Stories', 'Fiction', 'Feminism', 'Speculative Fiction', 'Fantasy', 'Science Fiction Fantasy']",4.18,521,286,14100,,
English,411,"['Science Fiction', 'Fiction', 'Space Opera', 'Cultural', 'Science Fiction Fantasy', 'Fantasy', 'Space']",4.17,2201,1920,3719,9.99,
English,345,"['Mystery', 'Historical Fiction', 'Fiction', 'Historical Mystery', 'Historical', 'Crime', 'Mystery Thriller']",4.03,1284,666,82300,3.99,
English,496,"['Fiction', 'Crime', 'Mystery', 'Noir', 'Thriller', 'Historical Fiction', 'Detective']",4.18,1121,869,2139,10.99,
English,288,"['Fiction', 'Contemporary', 'British Literature', 'Novels', 'LGBT', 'Coming Of Age', '20th Century']",3.74,1141,560,16100,9.99,
English,384,"['Fiction', 'Jewish', 'Judaism', 'Religion', 'Classics', 'Historical Fiction', 'Literature']",4.18,516,248,22000,13.99,
English,965,"['Horror', 'Fantasy', 'Fiction', 'Paranormal', 'Witches', 'Supernatural', 'Gothic']",4.1,4933,7506,2040,9.99,
English,224,"['Fiction', 'Ireland', 'Irish Literature', 'Humor', 'Novels', 'Contemporary', 'Comedy']",3.94,353,73,4938,9.99,
English,466,"['Fiction', 'Turkish Literature', 'Turkish', 'Mystery', 'Novels', 'Literature', 'Nobel Prize']",3.92,1039,1220,2706,11.99,
English,263,"['Mystery', 'Fiction', 'Crime', 'Noir', 'Mystery Thriller', 'Historical Fiction', 'Thriller']",3.87,1998,1273,14000,12.99,
English,352,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Westerns', 'Detective', 'Native Americans']",4.05,391,1057,5186,11.49,
English,449,"['Mystery', 'Fiction', 'Thriller', 'Crime', 'Mystery Thriller', 'Detective', 'Suspense']",3.97,1143,2760,16800,9.99,
English,258,"['Fantasy', 'Romance', 'Fiction', 'Historical Fiction', 'Retellings', 'Fairy Tales', 'Mythology']",3.88,260,42,13800,4.99,
English,309,"['Fiction', 'Philosophy', 'Fantasy', 'Young Adult', 'Mystery', 'Novels', 'Magical Realism']",4.17,1589,621,35400,11.99,
English,32,"['Picture Books', 'Childrens', 'Fiction', 'Animals', 'Storytime', 'Kids', 'Classics']",4.06,419,38,4997,5.99,
English,429,"['Science Fiction', 'Steampunk', 'Fiction', 'Alternate History', 'Cyberpunk', 'Fantasy', 'Historical Fiction']",3.46,1246,892,7354,9.99,
English,512,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Science Fiction Fantasy', 'High Fantasy', 'Adventure', 'Magic']",4,465,477,11100,3.99,
English,517,"['Science Fiction', 'Fiction', 'Fantasy', 'Space Opera', 'Science Fiction Fantasy', 'Audiobook', 'Time Travel']",4.23,4921,4297,1846,5.99,
